"School.Name","Principal","Grades","Division.Schools","Street.Adress.and.Phone.Number","Phone.Number","City","Zip","State"
"Thomas Dale High","Anthony McLaurin","09-12","Chesterfield County Public Schools","3626 W. Hundred Rd.","804-768-6245","Chester","23831-1926","VA"
"Thomas Eaton Middle","Dr. Kenneth R. Crum Jr.","06-08","Hampton Public Schools","2108 Cunningham Dr","757-825-4540","Hampton","23666","VA"
"Thomas Harrison Middle","Mr. Donald Vale","06-08","Harrisonburg Public Schools","1311 W. Market Street","540-434-1949","Harrisonburg","22801","VA"
"Thomas Hunter Middle","Mrs. Laurel D. Byrd","09-12","Mathews County Public Schools","Rt 611, 387 Church St","804-725-2434","Mathews","23109","VA"
"Thomas Jefferson Elementary","Mr. Timothy I. Overstreet","06-08","Bedford County Public Schools","1255 Patriot Place","434-534-6159","Forest","24551","VA"
"Thomas Jefferson Elementary","Ms. Teresa Byers","07-08","Louisa County Public Schools","1782 Jefferson Hwy","540-967-0492","Louisa","23093","VA"
"Thomas Jefferson High","Cherita Sears","06-08","Richmond Public Schools","4100 W Grace St","804-780-6028","Richmond","23230-3802","VA"
"Thomas Jefferson High for Science and Technology","Ann Bonitatibus","07-08","Fairfax County Public Schools","6560 Braddock Rd","703-750-8300","Alexandria","22312","VA"
"Thomas Walker High","Mr. James David Graham","09-12","Lee County Public Schools","126 Blue Gray Road","276-445-4111","Ewing","24248","VA"
"Thoreau Middle","Teresa Khuluki","02-03","Fairfax County Public Schools","2505 Cedar Ln","703-846-8000","Vienna","22180","VA"
"Thornburg Middle","Chandra Rhue","09-12","Spotsylvania County Public Schools","6929 N Roxbury Mill Rd","540-582-7600","Spotsylvania","22551","VA"
"Thoroughgood Elementary","Ms. Micah Harris","09-12","Virginia Beach Public Schools","1701 Pleasure House Rd (temp.)","757-648-3920","Virginia Beach","23455","VA"
"Three Chopt Elementary","Dana V. Baldacci","06-08","Henrico County Public Schools","1600 Skipwith Rd","804-673-3755","Richmond","23229","VA"
"Three Oaks Elementary","Matthew A. Orebaugh","06-08","Virginia Beach Public Schools","2201 Elson Green Avenue","757-648-3960","Virginia Beach","23456","VA"
"Thurgood Marshall Elementary","Mr. Anthony A. Perry","06-08","Chesapeake Public Schools","2706 Border Road","757-494-7515","Chesapeake","23324","VA"
"Thurgood Marshall Elementary","Kristin Waldrop","09-12","Prince William County Public Schools","12505 Kahns Rd","703-791-2099","Manassas","20112","VA"
"Tidewater Park Elementary","Dr. Sharon Phillips","07-08","Norfolk Public Schools","1045 E Brambleton Ave","757-628-2500","Norfolk","23504","VA"
"Timber Lane Elementary","Benjamin Chiet","09-12","Fairfax County Public Schools","2737 West St","703-206-5300","Falls Church","22046","VA"
"Toano Middle","Tracey Jones","09-12","Williamsburg-James City County Public Schools","7817 Richmond Road","757-566-4251","Toano","23168","VA"
"Tomahawk Elementary","Mr. Toby Ackerman","06-08","Campbell County Public Schools","155 Bee Drive","434-237-4090","Lynchburg","24502","VA"
"Totaro Elementary","Dr. Terence L. Wyche","09-12","Brunswick County Public Schools","19350 Christanna Highway","434-848-3209","Lawrenceville","23868","VA"
"Trailside Middle","Bridget Beichler","09-12","Loudoun County Public Schools","20325 Claiborne Parkway","571-252-2280","Ashburn","20147","VA"
"Trantwood Elementary","Lori Hasher","09-12","Virginia Beach Public Schools","2344 Inlynnview Rd","757-648-4000","Virginia Beach","23454-1999","VA"
"Trevilians Elementary","Gary Black","09-12","Louisa County Public Schools","2035 Spotswood Trail","540-967-1108","Louisa","23093","VA"
"Triangle Elementary","Geoffrey Deavers","07-08","Prince William County Public Schools","3615 Lions Field Rd","703-221-4114","Triangle","22172","VA"
"Triplett Business & Tech.","Ms. Connie Pangle","09-12","Shenandoah County Public Schools","6375 S Main St","540-477-3161","Mount Jackson","22842","VA"
"Troutville Elementary","Mr. Steven Anderson","09-12","Botetourt County Public Schools","12 Barron Dr","540-992-1871","Troutville","24175","VA"
"Truitt Intermediate","Mrs. Michael W. Ottley","07-08","Chesapeake Public Schools","1100 Holly Ave","757-494-8014","Chesapeake","23324","VA"
"Tuckahoe Elementary","Mr. Mitch Pascal","05-06","Arlington County Public Schools","6550 26th St N","703-228-5288","Arlington","22213","VA"
"Tuckahoe Elementary","Sonia M. Ford","06-08","Henrico County Public Schools","701 Forest Ave","804-673-3765","Richmond","23229","VA"
"Tuckahoe Middle","Ann M. Greene","06-08","Henrico County Public Schools","9000 Three Chopt Rd","804-673-3720","Richmond","23229","VA"
"Tunstall High","Mr. Brian Boles","03-05","Pittsylvania County Public Schools","100 Trojan Cir","434-724-7111","Dry Fork","24549","VA"
"Tunstall Middle","Ms. Kirsten Harper","06-08","Pittsylvania County Public Schools","1160 Tunstall High Rd.","434-724-7086","Dry Fork","24549","VA"
"Turlington Woods Alternative","Mr. Kinsey Bynum III","09-12","Suffolk Public Schools","629 Turlington Rd","757-934-6215","Suffolk","23434","VA"
"Turner Ashby High","Mr. Phil Judd","07-08","Rockingham County Public Schools","800 N Main St","540-828-2008","Bridgewater","22812","VA"
"Tuscarora High","Pamela Croft","09-12","Loudoun County Public Schools","801 North King Street","571-252-1900","Leesburg","20176","VA"
"Tussing Elementary","Mr. Remus James","09-11","Colonial Heights Public Schools","5501 Conduit Rd","804-524-3440","Colonial Heights","23834-3798","VA"
"Twain Middle","Chuck Miller","09-12","Fairfax County Public Schools","4700 Franconia Rd","703-313-3700","Alexandria","22310","VA"
"Twin Hickory Elementary","Vanessa B. Davis","06-08","Henrico County Public Schools","4900 Twin Hickory Lake Dr","804-360-4700","Glen Allen","23059","VA"
"Twin Springs Elementary","Jordan Parker","09-12","Pittsylvania County Public Schools","100 Twin Springs Elem Cir","434-724-2666","Danville","24540","VA"
"Twin Springs High","Mr. Jordan Mullins","09-12","Scott County Public Schools","273 Titan Lane","276-479-2185","Nickelsville","24271","VA"
"Twin Valley Elementary/Middle","Melisa Goodman","06-08","Buchanan County Public Schools","9017 Riverside Drive","276-498-4537","Oakwood","24631","VA"
"Twin Valley High","Mr. Rick Goodman","03-05","Buchanan County Public Schools","14449 Dismal River Road","276-259-7818","Pilgrim Knob","24634","VA"
"Tye River Elementary","Tonya Cook Carter","06-08","Nelson County Public Schools","5198 Thomas Nelson Hwy","434-263-8960","Arrington","22922","VA"
"Union Hall Elementary","Mrs. Amy Emond","06-08","Pittsylvania County Public Schools","100 Union Hall Cir","434-724-7010","Chatham","24531","VA"
"Union High","Mr. Elijah Helton","03-05","Wise County Public Schools","322 Powell Valley Road","276-523-1290","Big Stone Gap","24219","VA"
"Union Middle","Mr. Paul Clendenon","07-08","Wise County Public Schools","3137 Second Avenue East","276-523-0195","Big Stone Gap","24219","VA"
"Union Mill Elementary","Kathleen Case","06-08","Fairfax County Public Schools","13611 Springstone Dr","703-322-8500","Clifton","20124-2375","VA"
"Union Primary","Dr. Heather Sykes","06-08","Wise County Public Schools","2945 Second Avenue East","276-523-4900","Big Stone Gap","24219","VA"
"Unionville Elementary","Ms. Aimee Jakubik","09-12","Orange County Public Schools","10285 Zachary Taylor Hwy","540-661-4540","Unionville","22567-2422","VA"
"Unity Braxton Middle","Mike Nicely","09-12","Prince William County Public Schools","10100 Lomond Dr","703-361-3185","Manassas","20109","VA"
"Unity Reed High","Mr. Richard Nichols","09-12","Prince William County Public Schools","8820 Rixlew Ln","703-365-2900","Manassas","20109","VA"
"Valley Elementary","Mrs. Jennifer Taylor","09-12","Bath County Public Schools","98 Panther Drive","540-839-5395","Hot Springs","24445","VA"
"Valley Institute Elementary","Mrs. Cynthia Jackson","04-06","Washington County Public Schools","4350 Gate City Highway","276-642-5500","Bristol","24202","VA"
"Varina Elementary","Markham H. Tyler","09-12","Henrico County Public Schools","2551 New Market Rd","804-795-7010","Richmond","23231","VA"
"Varina High","Darin A. Thompson","06-08","Henrico County Public Schools","7053 Messer Rd","804-226-8700","Richmond","23231","VA"
"Venable Elementary","Dr. Erin E. Kershner","06-08","Charlottesville Public Schools","406 14th Street NW","434-245-2418","Charlottesville","22903-2305","VA"
"Vernon Johns Middle","Mr. Charles Spain","06-08","Petersburg Public Schools","3101 Homestead Drive","804-862-7020","Petersburg","23805","VA"
"Victoria Elementary","Mrs. Julie Dalton","09-12","Lunenburg County Public Schools","1521 Eighth St","434-696-2163","Victoria","23974-9514","VA"
"Victory Elementary","Dr. J. Wayne Williams","KG-6","Portsmouth Public Schools","2828 Greenwood Drive","757-393-8806","Portsmouth","23701-4347","VA"
"Victory Elementary","Mr. Christopher Wray","PK-5","Prince William County Public Schools","12001 Tygart Lake Drive","703-257-0356","Bristow","20136","VA"
"Vienna Elementary","John Carmichael","PK-6","Fairfax County Public Schools","128 Center St S","703-937-6000","Vienna","22180","VA"
"Virginia Avenue Charlotte Dehart Elementary","Dr. Nan Bryant","PK-4","Winchester Public Schools","550 Virginia Ave","540-665-6330","Winchester","22601","VA"
"Virginia Beach Middle","Paige D. Scherr","06-08","Virginia Beach Public Schools","600 25th St","757-648-6050","Virginia Beach","23451","VA"
"Virginia Heights Elementary","Ms. Teresa Schmitt","06-08","Roanoke Public Schools","1210 Amherst Ave SW","540-853-2937","Roanoke","24015","VA"
"Virginia High","Mr. Ronnie Collins","09-12","Bristol Public Schools","650 Long Crescent Dr","276-821-5858","Bristol","24201","VA"
"Virginia L. Murray Elementary","C'ta Delaurier","06-08","Albemarle County Public Schools","3251 Morgantown Road","434-977-4599","Charlottesville","22903-7053","VA"
"Virginia Middle","Mr. Jason Matlock","07-08","Bristol Public Schools","855 Piedmont Avenue","276-821-5660","Bristol","24201","VA"
"Virginia Run Elementary","Elizabeth Bumbrey","09-12","Fairfax County Public Schools","15450 Martins Hundred Dr","703-988-8900","Centreville","20120","VA"
"W.C. Taylor Middle","Mr. DeactivatedAccount Napolitano","06-08","Fauquier County Public Schools","350 E Shirley Ave","540-347-6140","Warrenton","20186","VA"
"W.E. Cundiff Elementary","Ashley McCallum","09-12","Roanoke County Public Schools","1200 Hardy Rd","540-857-5009","Vinton","24179","VA"
"W.G. Coleman Elementary","Mrs. Joy Seward","03-05","Fauquier County Public Schools","4096 Zulla Road","540-364-1515","Marshall","20115","VA"
"W.O. Robey High","Jeanene Sims","09-12","Loudoun County Public Schools","400 W Laurel Ave","571-434-4500","Sterling","20164","VA"
"W.T. Cooke Elementary","Ms. Casey L. Conger","06-08","Virginia Beach Public Schools","1501 Mediterranean Ave","757-648-2320","Virginia Beach","23451-4326","VA"
"W.W. Gordon Elementary","Natalie Bare","06-08","Chesterfield County Public Schools","11701 Gordon School Rd.","804-378-2410","North Chesterfield","23236-2510","VA"
"Wakefield Forest Elementary","Sharyn Prindle","09-12","Fairfax County Public Schools","4011 Iva Ln","703-503-2300","Fairfax","22032","VA"
"Wakefield High","Dr. Chris Willmore","09-12","Arlington County Public Schools","1325 S. Dinwiddie Street","703-228-6700","Arlington","22206","VA"
"Walker Upper Elementary","Dr. Adam M. Hastings","09-12","Charlottesville Public Schools","1564 Dairy Road","434-245-2412","Charlottesville","22903-1304","VA"
"Walker-Grant Middle","Mrs. Angela Hinrichs","06-08","Fredericksburg Public Schools","One Learning Lane","540-372-1145","Fredericksburg","22401-3951","VA"
"Wallace Middle","Mr. David Lambert","06-08","Washington County Public Schools","13077 Wallace Pike","276-642-5400","Bristol","24202","VA"
"Waller Mill Elementary","Termaine Hopkins","07-08","York County Public Schools","314 Waller Mill Rd","757-220-4060","Williamsburg","23185","VA"
"Walnut Hill Elementary","Mr. Mandelia Fisher","06-08","Petersburg Public Schools","300 S Boulevard","804-862-7005","Petersburg","23805","VA"
"Walter Herron Taylor Elementary","Charlene Feliton","08-12","Norfolk Public Schools","1122 W. Princess Anne Road","757-628-2525","Norfolk","23507","VA"
"Waples Mill Elementary","Gregory Brotemarkle","09-12","Fairfax County Public Schools","11509 Waples Mill Rd","703-390-7700","Oakton","22124","VA"
"Warhill High","Michele Newcomb","06-08","Williamsburg-James City County Public Schools","4615 Opportunity Way","757-565-4615","Williamsburg","23188","VA"
"Warren County High","Mr. Kenneth R. Knesh Jr.","09-12","Warren County Public Schools","155 Westminster Drive","540-635-4144","Front Royal","22630","VA"
"Warren County Middle","Mrs. Amy E. Gubler","09-11","Warren County Public Schools","522 Heritage Drive","540-635-2194","Front Royal","22630","VA"
"Warrenton Middle","Mr. Mark Malloy","09-12","Fauquier County Public Schools","244 Waterloo St","540-347-6160","Warrenton","20186","VA"
"Warwick High","Dr. Kellie Mason","09-12","Newport News Public Schools","51 Copeland Lane","757-591-4700","Newport News","23601","VA"
"Wasena Elementary","Mr. Joshua Burton","09-12","Roanoke Public Schools","1125 Sherwood Ave SW","540-853-2914","Roanoke","24015","VA"
"Washington & Lee High","Mr. Roger Coleman","08-12","Westmoreland County Public Schools","16380 Kings Highway","804-493-8015","Montross","22520","VA"
"Washington District Elementary","Ms. Christie Douglas","06-08","Westmoreland County Public Schools","454 Oak Grove Road","804-224-9100","Colonial Beach","22443","VA"
"Washington Mill Elementary","Bradley Bennink","08-12","Fairfax County Public Schools","9100 Cherrytree Dr","703-619-2500","Alexandria","22309","VA"
"Washington-Henry Elementary","Shalone M-R Morgan","06-08","Hanover County Public Schools","9025 Washington Henry Drive","804-723-2300","Mechanicsville","23116","VA"
"Washington-Lee Elementary","Dr. Faith Mabe","08-12","Bristol Public Schools","185 Washington Lee Dr","276-821-5800","Bristol","24201","VA"
"Washington-Liberty High","Mr. Antonio Hall","06-08","Arlington County Public Schools","1301 N Stafford St","703-228-6200","Arlington","22201","VA"
"Watauga Elementary","Dr. Marie Stanley","09-12","Washington County Public Schools","23181 Watauga Rd","276-739-3600","Abingdon","24211","VA"
"Waterford Elementary","Mr. Andrew Heironimus","08-12","Loudoun County Public Schools","15513 Loyalty Rd","540-751-2460","Waterford","20197","VA"
"Waterman Elementary","Ms. Margot Zahner","05-07","Harrisonburg Public Schools","451 Chicago Ave","540-434-8352","Harrisonburg","22802","VA"
"Waterview Elementary","Mr. Eric Jamison","09-12","Portsmouth Public Schools","3649 Hartford St","757-393-8879","Portsmouth","23707-1205","VA"
"Watkins Early Childhood Center","Ms. Sue Waxman","02-03","Newport News Public Schools","21 Burns Drive","757-591-4815","Newport News","23601","VA"
"Waverly Yowell Elementary","Mr. Joseph J. Kubricki","09-12","Madison County Public Schools","1809 North Main Street","540-948-4511","Madison","22727","VA"
"Waxpool Elementary","Mr. Michael A. Pellegrino","09-12","Loudoun County Public Schools","42560 Black Angus Drive","571-367-4220","Ashburn","20148","VA"
"Wayne Hills Center","Mrs. Sarah Ross","09-12","Waynesboro Public Schools","937 Fir Street","540-946-4626","Waynesboro","22980","VA"
"Waynesboro High","Mr. Bryan Stamm","06-08","Waynesboro Public Schools","1200 Main St","540-946-4616","Waynesboro","22980","VA"
"Waynewood Elementary","Katie Cachine","09-12","Fairfax County Public Schools","1205 Waynewood Blvd","703-704-7100","Alexandria","22308","VA"
"Weber City Elementary","Mrs. Laura Pyne","08-12","Scott County Public Schools","322 Jennings St","276-386-7981","Weber City","24290","VA"
"Weems Elementary","Dr. Zella Jones","09-12","Manassas Public Schools","8750 Weems Rd","571-377-6500","Manassas","20110-4999","VA"
"Wenonah Elementary","Mrs. Abby Arey","06-08","Waynesboro Public Schools","125 N Bayard Ave","540-946-4660","Waynesboro","22980","VA"
"West Central Primary","Rebecca Smith","09-12","Fluvanna County Public Schools","3340 Central Plains Road","434-510-1016","Palmyra","22963","VA"
"West Gate Elementary","Ms. Julie Svendsen","09-12","Prince William County Public Schools","8031 Urbanna Rd","703-368-4404","Manassas","20109","VA"
