"Division","School","Subgroup","Percent.Below.10","Percent.above.10"
"Spotsylvania County Public Schools","Lee Hill Elementary","White",86.5,13.5
"Spotsylvania County Public Schools","Livingston Elementary","All Students",89.4,10.6
"Spotsylvania County Public Schools","Livingston Elementary","American Indian",NA,NA
"Spotsylvania County Public Schools","Livingston Elementary","Black",87.5,12.5
"Spotsylvania County Public Schools","Livingston Elementary","Economically Disadvantaged",87.4,12.6
"Spotsylvania County Public Schools","Livingston Elementary","English Learners",88.9,11.1
"Spotsylvania County Public Schools","Livingston Elementary","Female",90.5,9.5
"Spotsylvania County Public Schools","Livingston Elementary","Hispanic",91.7,8.3
"Spotsylvania County Public Schools","Livingston Elementary","Homeless",NA,NA
"Spotsylvania County Public Schools","Livingston Elementary","Male",88.5,11.5
"Spotsylvania County Public Schools","Livingston Elementary","Multiple Races",87.5,12.5
"Spotsylvania County Public Schools","Livingston Elementary","Students with Disabilities",87.2,12.8
"Spotsylvania County Public Schools","Livingston Elementary","White",89.6,10.4
"Spotsylvania County Public Schools","Massaponax High","All Students",80.3,19.7
"Spotsylvania County Public Schools","Massaponax High","American Indian",NA,NA
"Spotsylvania County Public Schools","Massaponax High","Asian",86.4,13.6
"Spotsylvania County Public Schools","Massaponax High","Black",75.2,24.8
"Spotsylvania County Public Schools","Massaponax High","Economically Disadvantaged",65.4,34.6
"Spotsylvania County Public Schools","Massaponax High","English Learners",66.4,33.6
"Spotsylvania County Public Schools","Massaponax High","Female",80.9,19.1
"Spotsylvania County Public Schools","Massaponax High","Hispanic",75.6,24.4
"Spotsylvania County Public Schools","Massaponax High","Homeless",NA,NA
"Spotsylvania County Public Schools","Massaponax High","Male",79.7,20.3
"Spotsylvania County Public Schools","Massaponax High","Multiple Races",78.4,21.6
"Spotsylvania County Public Schools","Massaponax High","Native Hawaiian",NA,NA
"Spotsylvania County Public Schools","Massaponax High","Students with Disabilities",71.1,28.9
"Spotsylvania County Public Schools","Massaponax High","White",84.5,15.5
"Spotsylvania County Public Schools","Ni River Middle","All Students",89.1,10.9
"Spotsylvania County Public Schools","Ni River Middle","American Indian",NA,NA
"Spotsylvania County Public Schools","Ni River Middle","Asian",94.7,5.3
"Spotsylvania County Public Schools","Ni River Middle","Black",82.8,17.2
"Spotsylvania County Public Schools","Ni River Middle","Economically Disadvantaged",78.1,21.9
"Spotsylvania County Public Schools","Ni River Middle","English Learners",75,25
"Spotsylvania County Public Schools","Ni River Middle","Female",90.5,9.5
"Spotsylvania County Public Schools","Ni River Middle","Hispanic",84.4,15.6
"Spotsylvania County Public Schools","Ni River Middle","Homeless",NA,NA
"Spotsylvania County Public Schools","Ni River Middle","Male",87.7,12.3
"Spotsylvania County Public Schools","Ni River Middle","Multiple Races",88.2,11.8
"Spotsylvania County Public Schools","Ni River Middle","Native Hawaiian",NA,NA
"Spotsylvania County Public Schools","Ni River Middle","Students with Disabilities",85.8,14.2
"Spotsylvania County Public Schools","Ni River Middle","White",90.8,9.2
"Spotsylvania County Public Schools","Parkside Elementary","All Students",93.6,6.4
"Spotsylvania County Public Schools","Parkside Elementary","American Indian",NA,NA
"Spotsylvania County Public Schools","Parkside Elementary","Asian",96.7,3.3
"Spotsylvania County Public Schools","Parkside Elementary","Black",91.2,8.8
"Spotsylvania County Public Schools","Parkside Elementary","Economically Disadvantaged",89.1,10.9
"Spotsylvania County Public Schools","Parkside Elementary","English Learners",98,2
"Spotsylvania County Public Schools","Parkside Elementary","Female",93.6,6.4
"Spotsylvania County Public Schools","Parkside Elementary","Hispanic",94.3,5.7
"Spotsylvania County Public Schools","Parkside Elementary","Homeless",NA,NA
"Spotsylvania County Public Schools","Parkside Elementary","Male",93.7,6.3
"Spotsylvania County Public Schools","Parkside Elementary","Multiple Races",90.7,9.3
"Spotsylvania County Public Schools","Parkside Elementary","Students with Disabilities",93.5,6.5
"Spotsylvania County Public Schools","Parkside Elementary","White",94.9,5.1
"Spotsylvania County Public Schools","Post Oak Middle","All Students",83.6,16.4
"Spotsylvania County Public Schools","Post Oak Middle","American Indian",NA,NA
"Spotsylvania County Public Schools","Post Oak Middle","Asian",100,0
"Spotsylvania County Public Schools","Post Oak Middle","Black",81.7,18.3
"Spotsylvania County Public Schools","Post Oak Middle","Economically Disadvantaged",75.3,24.7
"Spotsylvania County Public Schools","Post Oak Middle","English Learners",73.3,26.7
"Spotsylvania County Public Schools","Post Oak Middle","Female",85.6,14.4
"Spotsylvania County Public Schools","Post Oak Middle","Hispanic",84.2,15.8
"Spotsylvania County Public Schools","Post Oak Middle","Homeless",NA,NA
"Spotsylvania County Public Schools","Post Oak Middle","Male",81.9,18.1
"Spotsylvania County Public Schools","Post Oak Middle","Multiple Races",78.3,21.7
"Spotsylvania County Public Schools","Post Oak Middle","Students with Disabilities",78.6,21.4
"Spotsylvania County Public Schools","Post Oak Middle","White",83.9,16.1
"Spotsylvania County Public Schools","Riverbend High ","All Students",84.2,15.8
"Spotsylvania County Public Schools","Riverbend High ","American Indian",NA,NA
"Spotsylvania County Public Schools","Riverbend High ","Asian",96.4,3.6
"Spotsylvania County Public Schools","Riverbend High ","Black",81,19
"Spotsylvania County Public Schools","Riverbend High ","Economically Disadvantaged",70.4,29.6
"Spotsylvania County Public Schools","Riverbend High ","English Learners",74.5,25.5
"Spotsylvania County Public Schools","Riverbend High ","Female",84.9,15.1
"Spotsylvania County Public Schools","Riverbend High ","Hispanic",80.9,19.1
"Spotsylvania County Public Schools","Riverbend High ","Homeless",NA,NA
"Spotsylvania County Public Schools","Riverbend High ","Male",83.5,16.5
"Spotsylvania County Public Schools","Riverbend High ","Multiple Races",84.5,15.5
"Spotsylvania County Public Schools","Riverbend High ","Native Hawaiian",NA,NA
"Spotsylvania County Public Schools","Riverbend High ","Students with Disabilities",77.9,22.1
"Spotsylvania County Public Schools","Riverbend High ","White",84.8,15.2
"Spotsylvania County Public Schools","Riverview Elementary","All Students",90.1,9.9
"Spotsylvania County Public Schools","Riverview Elementary","Asian",60,40
"Spotsylvania County Public Schools","Riverview Elementary","Black",88.9,11.1
"Spotsylvania County Public Schools","Riverview Elementary","Economically Disadvantaged",85.9,14.1
"Spotsylvania County Public Schools","Riverview Elementary","English Learners",91.3,8.7
"Spotsylvania County Public Schools","Riverview Elementary","Female",90.3,9.7
"Spotsylvania County Public Schools","Riverview Elementary","Hispanic",89.1,10.9
"Spotsylvania County Public Schools","Riverview Elementary","Homeless",NA,NA
"Spotsylvania County Public Schools","Riverview Elementary","Male",89.8,10.2
"Spotsylvania County Public Schools","Riverview Elementary","Multiple Races",86.9,13.1
"Spotsylvania County Public Schools","Riverview Elementary","Native Hawaiian",NA,NA
"Spotsylvania County Public Schools","Riverview Elementary","Students with Disabilities",86.3,13.7
"Spotsylvania County Public Schools","Riverview Elementary","White",91.4,8.6
"Spotsylvania County Public Schools","Salem Elementary","All Students",87.9,12.1
"Spotsylvania County Public Schools","Salem Elementary","American Indian",NA,NA
"Spotsylvania County Public Schools","Salem Elementary","Asian",92.9,7.1
"Spotsylvania County Public Schools","Salem Elementary","Black",84.2,15.8
"Spotsylvania County Public Schools","Salem Elementary","Economically Disadvantaged",84.7,15.3
"Spotsylvania County Public Schools","Salem Elementary","English Learners",89.5,10.5
"Spotsylvania County Public Schools","Salem Elementary","Female",87.5,12.5
"Spotsylvania County Public Schools","Salem Elementary","Hispanic",87.2,12.8
"Spotsylvania County Public Schools","Salem Elementary","Homeless",NA,NA
"Spotsylvania County Public Schools","Salem Elementary","Male",88.2,11.8
"Spotsylvania County Public Schools","Salem Elementary","Multiple Races",88.9,11.1
"Spotsylvania County Public Schools","Salem Elementary","Students with Disabilities",86,14
"Spotsylvania County Public Schools","Salem Elementary","White",89.7,10.3
"Spotsylvania County Public Schools","Smith Station Elementary","All Students",89.8,10.2
"Spotsylvania County Public Schools","Smith Station Elementary","American Indian",NA,NA
"Spotsylvania County Public Schools","Smith Station Elementary","Asian",85,15
"Spotsylvania County Public Schools","Smith Station Elementary","Black",90.7,9.3
"Spotsylvania County Public Schools","Smith Station Elementary","Economically Disadvantaged",83.3,16.7
"Spotsylvania County Public Schools","Smith Station Elementary","English Learners",92.4,7.6
"Spotsylvania County Public Schools","Smith Station Elementary","Female",91.7,8.3
"Spotsylvania County Public Schools","Smith Station Elementary","Hispanic",88.4,11.6
"Spotsylvania County Public Schools","Smith Station Elementary","Homeless",NA,NA
"Spotsylvania County Public Schools","Smith Station Elementary","Male",88.2,11.8
"Spotsylvania County Public Schools","Smith Station Elementary","Multiple Races",82.8,17.2
"Spotsylvania County Public Schools","Smith Station Elementary","Native Hawaiian",NA,NA
"Spotsylvania County Public Schools","Smith Station Elementary","Students with Disabilities",80.2,19.8
"Spotsylvania County Public Schools","Smith Station Elementary","White",92,8
"Spotsylvania County Public Schools","Spotswood Elementary","All Students",87.8,12.2
"Spotsylvania County Public Schools","Spotswood Elementary","American Indian",NA,NA
"Spotsylvania County Public Schools","Spotswood Elementary","Asian",95.8,4.2
"Spotsylvania County Public Schools","Spotswood Elementary","Black",87.9,12.1
"Spotsylvania County Public Schools","Spotswood Elementary","Economically Disadvantaged",82.6,17.4
"Spotsylvania County Public Schools","Spotswood Elementary","English Learners",94.7,5.3
"Spotsylvania County Public Schools","Spotswood Elementary","Female",87,13
"Spotsylvania County Public Schools","Spotswood Elementary","Hispanic",91.1,8.9
"Spotsylvania County Public Schools","Spotswood Elementary","Homeless",NA,NA
"Spotsylvania County Public Schools","Spotswood Elementary","Male",88.4,11.6
"Spotsylvania County Public Schools","Spotswood Elementary","Multiple Races",84,16
"Spotsylvania County Public Schools","Spotswood Elementary","Native Hawaiian",NA,NA
"Spotsylvania County Public Schools","Spotswood Elementary","Students with Disabilities",83.3,16.7
"Spotsylvania County Public Schools","Spotswood Elementary","White",85.4,14.6
"Spotsylvania County Public Schools","Spotsylvania Elementary","All Students",92,8
"Spotsylvania County Public Schools","Spotsylvania Elementary","Asian",100,0
"Spotsylvania County Public Schools","Spotsylvania Elementary","Black",90.5,9.5
"Spotsylvania County Public Schools","Spotsylvania Elementary","Economically Disadvantaged",88.9,11.1
"Spotsylvania County Public Schools","Spotsylvania Elementary","English Learners",90,10
"Spotsylvania County Public Schools","Spotsylvania Elementary","Female",90.1,9.9
"Spotsylvania County Public Schools","Spotsylvania Elementary","Hispanic",91.7,8.3
"Spotsylvania County Public Schools","Spotsylvania Elementary","Homeless",NA,NA
"Spotsylvania County Public Schools","Spotsylvania Elementary","Male",93.9,6.1
"Spotsylvania County Public Schools","Spotsylvania Elementary","Multiple Races",87,13
"Spotsylvania County Public Schools","Spotsylvania Elementary","Students with Disabilities",86.3,13.7
"Spotsylvania County Public Schools","Spotsylvania Elementary","White",92.9,7.1
"Spotsylvania County Public Schools","Spotsylvania High","All Students",80,20
"Spotsylvania County Public Schools","Spotsylvania High","American Indian",NA,NA
"Spotsylvania County Public Schools","Spotsylvania High","Asian",88.2,11.8
"Spotsylvania County Public Schools","Spotsylvania High","Black",84.4,15.6
"Spotsylvania County Public Schools","Spotsylvania High","Economically Disadvantaged",73.3,26.7
"Spotsylvania County Public Schools","Spotsylvania High","English Learners",83.3,16.7
"Spotsylvania County Public Schools","Spotsylvania High","Female",82.4,17.6
"Spotsylvania County Public Schools","Spotsylvania High","Hispanic",80.2,19.8
"Spotsylvania County Public Schools","Spotsylvania High","Homeless",NA,NA
"Spotsylvania County Public Schools","Spotsylvania High","Male",78,22
"Spotsylvania County Public Schools","Spotsylvania High","Multiple Races",75,25
"Spotsylvania County Public Schools","Spotsylvania High","Students with Disabilities",67.4,32.6
"Spotsylvania County Public Schools","Spotsylvania High","White",79.6,20.4
"Spotsylvania County Public Schools","Spotsylvania Middle","All Students",87.1,12.9
"Spotsylvania County Public Schools","Spotsylvania Middle","American Indian",NA,NA
"Spotsylvania County Public Schools","Spotsylvania Middle","Asian",93.1,6.9
